Account, LUEs, InstalledMonth
010-0044800,1,597
010-0044900,1,588
010-0044925,1,614
010-0045000,1,575
010-0045100,1,541
010-0045200,1,586
010-0045300,1,545
010-0045400,1,545
010-0045500,1,451
010-0045600,1,451
010-0045700,1,555
010-0045800,1,451
010-0045900,1,545
010-0046000,1,584
010-0046100,1,598
010-0046200,1,589
010-0046300,1,604
010-0046400,1,613
010-0046500,1,637
010-0046600,1,586
010-0046700,1,547
010-0046800,1,541
010-0046900,1,597
010-0047000,1,576
010-0047100,1,547
010-0047200,1,613
010-0047300,1,638
010-0047400,1,593
010-0047500,1,548
010-0047600,1,467
010-0047700,1,567
010-0047800,1,588
010-0047900,1,564
010-0048000,1,613
010-0048100,1,515
010-0048200,1,545
010-0048300,1,575
010-0048400,1,628
010-0048500,1,466
010-0048600,1,548
010-0048700,1,535
010-0048800,1,567
010-0048900,1,560
010-0049000,1,567
010-0049100,1,628
010-0049200,1,541
010-0049300,1,585
010-0049400,1,564
010-0049500,1,515
010-0049600,1,555
010-0049700,1,577
010-0049800,1,555
010-0049900,1,597
010-0050000,1,560
010-0050100,1,451
010-0050200,1,564
010-0050300,1,582
010-0050400,1,613
010-0050500,1,541
010-0050600,1,613
010-0050700,1,559
010-0050800,1,544
010-0050900,1,525
010-0051000,1,544
010-0051100,1,635
010-0051200,1,628
010-0051300,1,515
010-0051400,12,412
010-0051500,1,613
010-0051600,1,588
010-0051700,1,452
010-0051800,1,568
010-0051900,1,613
010-0052000,1,602
010-0052100,1,597
010-0052200,1,463
010-0052300,1,515
010-0052400,1,588
010-0052500,1,515
010-0052600,1,594
010-0052700,1,553
010-0052800,1,592
010-0052900,1,414
010-0053000,1,624
010-0053100,1,560
010-0053200,1,542
010-0053300,1,628
010-0053400,1,525
010-0053500,1,542
010-0053600,1,602
010-0053700,1,579
010-0053800,1,577
010-0053900,1,438
010-0054000,1,547
010-0054100,1,544
010-0054200,1,463
010-0054300,1,559
010-0054400,1,553
010-0054500,1,542
010-0054600,1,575
010-0054700,1,577
010-0054800,1,598
010-0054900,1,590
010-0055000,1,593
010-0055100,1,590
010-0055200,1,515
010-0055300,1,451
010-0055339,1,613
010-0055400,1,553
010-0055412,1,632
010-0055500,1,590
010-0055600,1,553
010-0055700,1,451
010-0055800,1,525
010-0055900,1,597
010-0056000,1,594
010-0056100,1,598
010-0056200,1,574
010-0056300,1,576
010-0056400,1,590
010-0056500,1,628
010-0056600,12,435
010-0056700,1,567
010-0056800,1,530
010-0056900,1,613
010-0057000,1,560
010-0057100,1,624
010-0057200,1,515
010-0057300,1,613
010-0057400,1,544
010-0057500,1,515
010-0057600,1,541
010-0057700,1,591
010-0057800,1,451
010-0057900,1,535
010-0058000,1,541
010-0058100,1,544
010-0058200,1,564
010-0058300,1,555
010-0058400,1,605
010-0058500,1,553
010-0058600,1,628
010-0058700,1,414
010-0058800,1,594
010-0058900,1,560
010-0058945,1,591
010-0059000,1,624
010-0059100,1,560
010-0059200,1,595
010-0059300,1,586
010-0059400,1,553
010-0059500,1,553
010-0059600,1,548
010-0059700,1,621
010-0059800,1,597
010-0059900,1,597
010-0060000,1,575
010-0060100,1,576
010-0060200,1,591
010-0060300,1,546
010-0060400,1,564
010-0060500,1,630
010-0060600,1,603
010-0060700,1,541
010-0060800,1,534
010-0060900,1,624
010-0061000,1,541
010-0061100,1,545
010-0061200,1,525
010-0061300,1,576
010-0061400,1,541
010-0061500,1,613
010-0061600,1,579
010-0061700,1,616
010-0061800,1,414
010-0061900,1,525
010-0062000,1,544
010-0062100,1,515
010-0062200,1,515
010-0062300,1,628
010-0062400,1,590
010-0062500,1,535
010-0062600,1,555
010-0062700,1,544
010-0062800,1,559
010-0062900,1,567
010-0063000,1,632
010-0063100,1,564
010-0063200,1,450
010-0063300,1,414
010-0063400,1,555
010-0063500,1,555
010-0063600,1,637
010-0063700,1,620
010-0063800,1,541
010-0063900,1,541
010-0064000,1,582
010-0064100,1,547
010-0064200,1,540
010-0064300,1,563
010-0064400,1,588
010-0064500,1,559
010-0064600,1,597
010-0064700,1,568
010-0064800,1,594
010-0064900,1,555
010-0065000,1,568
010-0065100,1,564
010-0065200,1,462
010-0065300,1,590
010-0065400,1,515
010-0065500,1,555
010-0065600,1,590
010-0065700,1,628
010-0065800,1,567
010-0065900,1,563
010-0066000,1,547
010-0066100,1,548
010-0066200,1,576
010-0066300,1,584
010-0066400,1,583
010-0066500,1,591
010-0066600,1,576
010-0066700,1,576
010-0066800,1,541
010-0066900,1,454
010-0067000,1,547
010-0067100,1,463
010-0067200,1,567
010-0067300,1,454
010-0067400,1,625
010-0067500,1,541
010-0067600,1,508
010-0067700,1,411
010-0067800,1,544
010-0067900,1,414
010-0068000,1,555
010-0068100,1,411
010-0068200,1,544
010-0068300,12,405
010-0068400,1,575
010-0068500,1,568
010-0068600,1,576
010-0068700,1,463
010-0068800,1,541
010-0068900,1,541
010-0069000,1,555
010-0069100,1,411
010-0069200,1,588
010-0069300,1,559
010-0069400,1,413
010-0069411,1,633
010-0069500,1,602
010-0069600,1,576
010-0069700,1,583
010-0069900,1,590
010-0070000,1,593
010-0070100,1,568
010-0070200,1,627
010-0070300,1,628
010-0070400,1,575
010-0070500,1,586
010-0070600,1,618
010-0070700,1,592
010-0070800,1,555
010-0070900,1,630
010-0071000,1,575
010-0071100,1,415
010-0071200,1,515
010-0071300,1,568
010-0071400,1,548
010-0071500,1,594
010-0071600,1,598
010-0071700,1,541
010-0071800,1,591
010-0071900,1,547
010-0072000,1,568
010-0072100,1,590
010-0072200,1,544
010-0072300,1,463
010-0072400,1,515
010-0072500,1,590
010-0072600,1,462
010-0072700,1,555
010-0072800,1,600
010-0072900,1,560
010-0073000,1,454
010-0073100,1,628
010-0073200,1,627
010-0073300,1,454
010-0073400,1,555
010-0073500,1,563
010-0073600,1,584
010-0073700,1,628
010-0073800,1,583
010-0073900,1,525
010-0074000,1,567
010-0074100,1,541
010-0074200,1,489
010-0074300,12,611
010-0074400,1,584
010-0074500,1,553
010-0074600,1,577
010-0074700,1,588
010-0074800,1,560
010-0074900,1,628
010-0075000,1,463
010-0075100,1,628
010-0075200,1,559
010-0075300,1,548
010-0075400,1,597
010-0075500,1,541
010-0075600,1,544
010-0075700,1,584
010-0075800,1,544
010-0075900,1,553
010-0076000,1,586
010-0076100,1,605
010-0076200,1,476
010-0076300,1,544
010-0076400,1,523
010-0076500,1,622
010-0076600,1,515
010-0076700,1,576
010-0076800,1,489
010-0076900,1,560
010-0077000,1,559
010-0077100,1,575
010-0077200,1,576
010-0077300,1,563
010-0077400,1,579
010-0077500,1,544
010-0077600,1,597
010-0077700,1,541
010-0077800,1,463
010-0077884,1,612
010-0077900,1,544
010-0078000,1,563
010-0078100,3.3,463
010-0078200,1,499
010-0078300,1,614
010-0078400,1,576
010-0078500,1,579
010-0078600,1,559
010-0078700,1,567
010-0078800,1,614
010-0078900,1,583
010-0079000,1,597
010-0079100,1,635
010-0079200,1,463
010-0079300,1,525
010-0079400,1,588
010-0079500,1,563
010-0079600,1,568
010-0079700,1,527
010-0079800,1,614
010-0079900,1,454
010-0080000,1,595
010-0080100,1,544
010-0080200,1,575
010-0080300,1,560
010-0080400,1,454
010-0080500,1,575
010-0080600,1,614
010-0080700,1,584
010-0080800,1,496
010-0080900,1,548
010-0081000,1,575
010-0081100,1,548
010-0081200,1,547
010-0081300,1,600
010-0081400,1,584
010-0081500,1,576
010-0081600,1,423
010-0081700,1,582
010-0081800,1,628
010-0081900,1,602
010-0082000,1,555
010-0082100,1,588
010-0082200,1,575
010-0082300,1,480
010-0082400,1,544
010-0082500,1,627
010-0082540,1,606
010-0082600,1,496
010-0082700,3.3,463
010-0082800,1,553
010-0082900,1,567
010-0083000,1,563
010-0083100,1,563
010-0083200,1,585
010-0083300,1,513
010-0083400,1,575
010-0083500,1,541
010-0083600,1,559
010-0083700,1,555
010-0083800,1,576
010-0083900,1,584
010-0084000,1,590
010-0084100,1,614
010-0084200,1,491
010-0084300,1,586
010-0084400,1,548
010-0084500,1,614
010-0084600,1,563
010-0084700,1,614
010-0084800,1,614
010-0084900,1,586
010-0085000,1,593
010-0085100,1,575
010-0085200,1,544
010-0085300,1,590
010-0085400,1,576
010-0085500,1,586
010-0085600,1,627
010-0085631,1,609
010-0085700,1,564
010-0085800,1,561
010-0085900,1,627
010-0086000,1,561
010-0086100,1,627
010-0086200,1,486
010-0086300,1,631
010-0086400,1,625
010-0086500,1,451
010-0086600,1,454
010-0086700,1,486
010-0086800,1,549
010-0086900,1,544
010-0087000,1,601
010-0087100,1,576
010-0087200,1,568
010-0087300,1,597
010-0087400,1,558
010-0087500,1,573
010-0087600,1,474
010-0087700,1,474
010-0087800,1,597
010-0087900,1,567
010-0088000,1,555
010-0088100,1,586
010-0088200,3.3,491
010-0088300,1,563
010-0088400,1,567
010-0088500,1,613
010-0088600,1,601
010-0088700,1,564
010-0088800,1,586
010-0088900,1,599
010-0089000,1,547
010-0089100,1,559
010-0089200,1,541
010-0089300,1,563
010-0089400,1,613
010-0089500,1,613
010-0089600,1,598
010-0089700,1,541
010-0089800,1,605
010-0089900,1,563
010-0090000,1,424
010-0090100,1,600
010-0090200,1,541
010-0090300,1,547
010-0090400,1,588
010-0090500,1,463
010-0090600,1,544
010-0090700,1,577
010-0090800,1,588
010-0090900,1,586
010-0091000,1,594
010-0091100,1,604
010-0091200,1,548
010-0091300,1,515
010-0091400,1,544
010-0091500,1,601
010-0091600,1,601
010-0091700,1,541
010-0091800,1,541
010-0091900,1,544
010-0092000,1,541
010-0092100,1,541
010-0092200,1,613
010-0092300,1,620
010-0092400,1,620
010-0092500,1,613
010-0092600,1,566
010-0092700,1,598
010-0092800,1,553
010-0092900,1,608
010-0093000,1,545
010-0093100,1,450
010-0093200,1,629
010-0093300,1,608
010-0093400,1,462
010-0093500,1,632
010-0093600,1,630
010-0093700,1,463
010-0093800,1,598
010-0093900,1,463
010-0094000,1,594
010-0094100,1,628
010-0094200,1,569
010-0094300,1,486
010-0094400,1,566
010-0094500,1,566
010-0094600,1,454
010-0094700,1,463
010-0094800,1,629
010-0094900,1,569
010-0095000,1,514
010-0095100,1,566
010-0095200,1,463
010-0095300,1,605
010-0095400,1,566
010-0095500,1,458
010-0095600,1,566
010-0095700,1,569
010-0095800,1,476
010-0095900,1,450
010-0096000,1,555
010-0096100,1,564
010-0096200,1,459
010-0096300,1,461
010-0096400,1,459
010-0096500,1,461
010-0096600,1,459
010-0096700,1,461
010-0096800,1,459
010-0096900,1,459
010-0097000,1,576
010-0097100,1,566
010-0097200,1,564
010-0097300,1,613
010-0097400,1,598
010-0097500,1,515
010-0097600,1,568
010-0097700,1,627
010-0097800,1,464
010-0097900,1,617
010-0098000,1,460
010-0098100,1,460
010-0098200,1,583
010-0098300,1,477
010-0098400,1,515
010-0098500,1,525
010-0098600,1,542
010-0098700,1,502
010-0098800,1,502
010-0098900,1,476
010-0099000,1,459
010-0099100,1,460
010-0099200,1,462
010-0099300,1,459
010-0099400,1,460
010-0099500,1,614
010-0099600,1,630
010-0099700,1,628
010-0099800,1,448
010-0099881,1,614
010-0099900,1,628
010-0100000,1,452
010-0100100,12,577
010-0100200,1,508
010-0100300,1,509
010-0100400,1,458
010-0100500,1,457
010-0100600,1,457
010-0100700,1,466
010-0100800,1,459
010-0100900,1,542
010-0101000,1,457
010-0101100,1,465
010-0101200,1,462
010-0101263,1,579
010-0101300,1,477
010-0101400,1,513
010-0101500,1,457
010-0101600,1,457
010-0101700,1,462
010-0101800,1,574
010-0101900,1,462
010-0102000,1,457
010-0102100,1,515
010-0102200,1,509
010-0102300,1,459
010-0102400,1,470
010-0102500,1,470
010-0102600,1,461
010-0102700,1,470
010-0102800,1,462
010-0102900,1,586
010-0103000,1,501
010-0103100,1,510
010-0103200,1,515
010-0103300,1,474
010-0103400,1,474
010-0103500,1,470
010-0103600,1,479
010-0103700,1,512
010-0103800,1,513
010-0103900,1,514
010-0104000,1,515
010-0104100,1,478
010-0104200,1,470
010-0104300,1,474
010-0104400,1,475
010-0104500,1,470
010-0104600,1,498
010-0104700,1,498
010-0104800,1,514
010-0104900,1,469
010-0105000,1,459
010-0105100,1,511
010-0105200,1,461
010-0105300,1,462
010-0105400,1,476
010-0105500,1,471
010-0105600,1,476
010-0105700,1,476
010-0105800,1,507
010-0105900,1,470
010-0106000,1,471
010-0106100,1,471
010-0106200,1,476
010-0106300,1,607
010-0106400,1,512
010-0106500,1,471
010-0106600,1,471
010-0106700,1,627
010-0106800,1,476
010-0106900,1,632
010-0107000,1,461
010-0107100,1,600
010-0107200,1,628
010-0107300,1,451
010-0107400,1,459
010-0107500,1,451
010-0107600,1,452
010-0107700,1,463
010-0107800,1,579
010-0107900,1,564
010-0108000,1,542
010-0108100,1,453
010-0108200,12,544
010-0108300,1,613
010-0108400,1,630
010-0108500,1,620
010-0108600,1,453
010-0108700,1,620
010-0108800,1,437
010-0108900,1,463
010-0109000,1,437
010-0109100,1,462
010-0109200,1,591
010-0109248,1,572
010-0109259,1,576
010-0109300,1,461
010-0109400,1,627
010-0109500,1,461
010-0109600,12,628
010-0109689,1,583
010-0109699,1,583
010-0109700,1,613
010-0109800,1,553
010-0109900,1,452
010-0110000,1,628
010-0110100,1,567
010-0110200,1,558
010-0110300,1,597
010-0110400,1,636
010-0110500,1,535
010-0110600,1,636
010-0110700,12,544
010-0110800,1,627
010-0110900,1,553
010-0111000,1,627
010-0111100,1,620
010-0111200,1,437
010-0111300,1,497
010-0111400,1,497
010-0111500,1,620
010-0111600,1,452
010-0111700,1,601
010-0111800,1,627
010-0111900,3.3,449
010-0112000,1,605
010-0112100,1,458
010-0112200,1,460
010-0112300,1,613
010-0112400,1,475
010-0112500,1,458
010-0112600,1,628
010-0112700,12,544
010-0112800,1,564
010-0112900,1,558
010-0113000,1,463
010-0113100,1,515
010-0113200,1,450
010-0113300,1,620
010-0113400,1,559
010-0113500,1,455
010-0113600,1,450
010-0113700,1,573
010-0113800,1,620
010-0113900,1,613
010-0114000,1,463
010-0114100,1,613
010-0114200,1,461
010-0114300,1,450
010-0114400,1,636
010-0114500,1,467
010-0114600,1,642
010-0114700,1,476
010-0114800,1,449
010-0114900,1,460
010-0115000,1,631
010-0115100,1,460
010-0115200,1,629
010-0115300,1,460
010-0115400,1,627
010-0115500,1,564
010-0115600,1,450
010-0115700,1,450
010-0115800,1,596
010-0115900,1,503
010-0116000,1,474
010-0116100,1,601
010-0116200,1,449
010-0116300,1,461
010-0116400,1,628
010-0116500,1,466
010-0116600,1,553
010-0116700,1,466
010-0116800,1,466
010-0116900,1,466
010-0117000,1,474
010-0117100,1,513
010-0117200,1,497
010-0117400,1,463
010-0117500,1,505
010-0117600,1,508
010-0117700,1,509
010-0117800,1,510
010-0117900,1,513
010-0118000,1,474
010-0118100,1,498
010-0118200,1,498
010-0118300,1,498
010-0118400,1,466
010-0118500,1,616
010-0118600,1,470
010-0118700,1,471
010-0118800,1,498
010-0118900,1,583
010-0119000,1,508
010-0119100,1,471
010-0119200,1,506
010-0119300,1,594
010-0119400,1,555
010-0119500,1,450
010-0119600,1,542
010-0119700,1,628
010-0119800,1,496
010-0119900,1,488
010-0120000,1,491
010-0120100,1,488
010-0120200,1,466
010-0120300,1,460
010-0120400,1,513
010-0120500,1,512
010-0120600,1,460
010-0120700,1,461
010-0120800,1,462
010-0120900,1,463
010-0121000,1,460
010-0121100,1,608
010-0121200,1,462
010-0121300,1,508
010-0121400,1,463
010-0121500,1,460
010-0121600,1,463
010-0121700,1,460
010-0121800,1,512
010-0121900,1,601
010-0122000,1,463
010-0122100,1,463
010-0122200,1,461
010-0122300,1,512
010-0122400,1,512
010-0122500,1,461
010-0122600,3.3,587
010-0122700,1,459
010-0122800,1,503
010-0122900,1,462
010-0123000,1,510
010-0123100,1,459
010-0123200,1,462
010-0123300,1,459
010-0123400,1,510
010-0123500,1,448
010-0123600,1,488
010-0123700,1,459
010-0123800,1,547
010-0123900,1,462
010-0124000,1,461
010-0124100,1,515
010-0124200,1,465
010-0124300,1,460
010-0124400,1,475
010-0124500,1,460
010-0124600,1,461
010-0124700,1,450
010-0124800,1,471
010-0124900,1,520
010-0125000,1,458
010-0125100,1,471
010-0125200,1,480
010-0125300,1,458
010-0125400,1,515
010-0125500,1,461
010-0125600,1,513
010-0125700,1,632
010-0125800,1,450
010-0125900,1,548
010-0126000,1,525
010-0126100,1,564
010-0126200,1,458
010-0126300,1,463
010-0126400,1,613
010-0126500,1,463
010-0126600,1,461
010-0126700,1,636
010-0126800,1,480
010-0126900,1,605
010-0127000,1,450
010-0127100,1,542
010-0127200,1,459
010-0127300,1,450
010-0127400,1,499
010-0127500,1,477
010-0127600,1,499
010-0127700,1,629
010-0127800,1,600
010-0127900,1,512
010-0128000,1,486
010-0128100,1,452
010-0128200,1,628
010-0128300,1,622
010-0128400,1,472
010-0128500,1,454
010-0128600,12,425
010-0128700,1,542
010-0128800,1,604
010-0128900,1,604
010-0129000,1,588
010-0129100,1,455
010-0129101,1,564
010-0129200,1,455
010-0129300,1,455
010-0129400,1,613
010-0129500,1,506
010-0129600,1,455
010-0129700,1,598
010-0129800,1,613
010-0129900,1,463
010-0130000,1,462
010-0130100,1,458
010-0130200,1,568
010-0130300,1,628
010-0130400,1,502
010-0130500,1,488
010-0130600,1,462
010-0130700,1,463
010-0130800,1,498
010-0130900,1,463
010-0131000,3.3,457
010-0131100,1,462
010-0131200,1,462
010-0131300,1,466
010-0131400,1,463
010-0131500,1,462
010-0131600,1,463
010-0131700,1,553
010-0131800,1,549
010-0131900,1,455
010-0132000,1,478
010-0132100,1,479
010-0132200,1,489
010-0132300,1,523
010-0132400,1,574
010-0132500,1,597
010-0132600,1,585
010-0132700,1,634
010-0132800,1,630
010-0132900,1,450
010-0133000,1,594
010-0133100,1,459
010-0133200,1,601
010-0133300,1,628
010-0133400,1,621
010-0133500,1,564
010-0133600,1,452
010-0133700,1,465
010-0133800,1,511
010-0133900,1,454
010-0134000,1,463
010-0134100,1,631
010-0134200,1,548
010-0134300,1,463
010-0134400,1,620
010-0134500,1,488
010-0134600,1,450
010-0134700,1,636
010-0134800,1,567
010-0134900,1,515
010-0135000,1,564
010-0135100,1,567
010-0135200,1,457
010-0135300,1,463
010-0135400,1,452
010-0135500,1,463
010-0135600,1,510
010-0135700,1,628
010-0135800,1,476
010-0135900,1,628
010-0136000,1,636
010-0136100,1,627
010-0136200,1,616
010-0136300,1,460
010-0136400,1,459
010-0136500,1,497
010-0136600,1,460
010-0136700,1,459
010-0136800,1,585
010-0136900,1,478
010-0137000,1,459
010-0137100,1,460
010-0137200,1,460
010-0137300,1,511
010-0137400,1,613
010-0137500,1,459
010-0137600,1,523
010-0137700,1,459
010-0137800,1,512
010-0137900,1,465
010-0138000,1,460
010-0138100,1,611
010-0138200,1,496
010-0138300,1,496
010-0138400,1,585
010-0138500,1,512
010-0138600,1,555
010-0138700,1,505
010-0138800,1,512
010-0138900,1,530
010-0139000,1,509
010-0139100,1,509
010-0139200,1,512
010-0139300,1,516
010-0139400,1,514
010-0139500,1,513
010-0139600,1,509
010-0139700,1,503
010-0139800,1,514
010-0139900,1,514
010-0140000,1,506
010-0140100,1,512
010-0140200,1,516
010-0140300,1,514
010-0140400,1,512
010-0140500,1,510
010-0140600,1,503
010-0140700,1,518
010-0140800,1,623
010-0140900,1,503
010-0141000,1,505
010-0141100,1,518
010-0141200,1,516
010-0141300,1,605
010-0141400,1,512
010-0141500,1,506
010-0141600,1,547
010-0141700,1,514
010-0141800,1,512
010-0141900,1,509
010-0142000,1,509
010-0142100,1,509
010-0142200,1,548
010-0142300,1,471
010-0142400,1,475
010-0142500,1,567
010-0142600,1,484
010-0142700,1,554
010-0142800,1,598
010-0142900,1,461
010-0143000,1,627
010-0143100,1,567
010-0143200,1,450
010-0143300,12,576
010-0143400,12,496
010-0143500,1,514
010-0143600,1,514
010-0143700,1,514
010-0143800,1,618
010-0143900,1,514
010-0144000,1,501
010-0144100,1,501
010-0144200,1,509
010-0144300,1,508
010-0144400,1,642
010-0144500,1,509
010-0144600,1,515
010-0144700,1,515
010-0144800,1,585
010-0144900,1,515
010-0145000,1,515
010-0145100,1,515
010-0145200,1,509
010-0145300,1,509
010-0145400,1,509
010-0145500,1,509
010-0145600,1,509
010-0145700,1,509
010-0145800,1,509
010-0145900,1,515
010-0146000,1,515
010-0146100,1,515
010-0146200,12,547
010-0146300,12,491
010-0146400,3.3,476
010-0146500,1,487
010-0146600,1,597
010-0146700,1,613
010-0146800,1,579
010-0146900,1,555
010-0147000,1,544
010-0147100,1,597
010-0147200,1,576
010-0147300,1,454
010-0147400,1,471
010-0147500,1,479
010-0147600,1,454
010-0147700,1,451
010-0147800,1,613
010-0147900,1,588
010-0148000,1,614
010-0148100,1,628
010-0148200,1,600
010-0148300,1,613
010-0148400,1,462
010-0148500,1,597
010-0148600,1,465
010-0148700,1,544
010-0148800,1,464
010-0148900,1,544
010-0149000,1,591
010-0149100,1,575
010-0149200,1,451
010-0149300,1,605
010-0149400,1,451
010-0149500,1,627
010-0149600,1,604
010-0149700,1,450
010-0149800,1,590
010-0149900,1,451
010-0150000,1,561
010-0150100,1,569
010-0150200,1,454
010-0150300,1,559
010-0150400,1,588
010-0150500,1,451
010-0150600,1,549
010-0150700,1,575
010-0150800,1,598
010-0150900,1,579
010-0151000,1,452
010-0151100,1,451
010-0151200,1,541
010-0151300,1,451
010-0151301,1,561
010-0151400,1,451
010-0151500,1,451
010-0151600,1,620
010-0151700,1,544
010-0151800,1,437
010-0151900,1,501
010-0152000,1,609
010-0152100,1,622
010-0152200,1,451
010-0152300,1,622
010-0152400,1,613
010-0152500,1,588
010-0152600,1,559
010-0152700,1,598
010-0152800,1,582
010-0152900,1,628
010-0153000,1,586
010-0153100,1,567
010-0153200,1,428
010-0153300,1,597
010-0153400,1,553
010-0153500,1,547
010-0153600,1,577
010-0153700,1,541
010-0153800,1,577
010-0153900,1,463
010-0154000,1,600
010-0154100,1,577
010-0154200,1,597
010-0154300,1,567
010-0154400,1,584
010-0154500,1,613
010-0154600,1,548
010-0154700,1,597
010-0154800,1,591
010-0154900,1,627
010-0155000,1,592
010-0155100,1,561
010-0155200,1,547
010-0155300,1,631
010-0155400,1,559
010-0155500,1,553
010-0155600,1,628
010-0155700,1,541
010-0155800,1,601
010-0155900,1,451
010-0156000,1,614
010-0156100,1,597
010-0156200,1,592
010-0156300,1,628
010-0156400,1,598
010-0156500,1,580
010-0156600,1,597
010-0156700,1,614
010-0156800,1,564
010-0156900,1,599
010-0157000,1,587
010-0157100,1,594
010-0157200,1,628
010-0157300,1,588
010-0157400,1,454
010-0157500,1,588
010-0157600,1,567
010-0157700,1,614
010-0157800,1,451
010-0157900,1,559
010-0158000,1,590
010-0158100,1,561
010-0158200,1,457
010-0158300,1,628
010-0158400,1,613
010-0158500,1,604
010-0158600,1,465
010-0158700,1,499
010-0158800,1,555
010-0158900,1,613
010-0159000,1,621
010-0159100,1,584
010-0159200,1,492
010-0159300,1,576
010-0159400,1,547
010-0159500,1,613
010-0159600,1,515
010-0159700,1,454
010-0159800,1,598
010-0159900,1,451
010-0160000,1,613
010-0160100,1,631
010-0160200,1,586
010-0160300,1,613
010-0160400,1,604
010-0160500,1,630
010-0160600,1,613
010-0160700,1,621
010-0160800,1,613
010-0160900,1,543
010-0161000,1,598
010-0161100,1,621
010-0161200,1,496
010-0161300,1,454
010-0161400,1,577
010-0161500,1,477
010-0161600,5,580
010-0161605,12,569
010-0161606,5,569
010-0161700,1,598
010-0161800,1,544
010-0161900,1,597
010-0162000,1,594
010-0162100,1,613
010-0162200,1,577
010-0162300,1,555
010-0162400,1,489
010-0162500,1,613
010-0162600,1,621
010-0162700,1,538
010-0162800,1,598
010-0162900,1,541
010-0163000,1,541
010-0163100,1,597
010-0163200,12,611
010-0163300,1,628
010-0163400,1,575
010-0163500,1,564
010-0163600,1,553
010-0163700,12,563
010-0163800,1,525
010-0163900,1,451
010-0164000,1,622
010-0164100,1,553
010-0164200,1,451
010-0164300,1,553
010-0164400,1,584
010-0164500,1,594
010-0164600,1,525
010-0164700,1,561
010-0164800,1,515
010-0164900,1,561
010-0165000,1,604
010-0165100,1,620
010-0165300,1,628
010-0165400,1,576
010-0165500,1,594
010-0165600,1,454
010-0165700,1,564
010-0165800,1,543
010-0165900,1,628
010-0166000,1,627
010-0166100,1,604
010-0166200,1,454
010-0166300,1,628
010-0166400,1,585
010-0166500,1,585
010-0166600,1,549
010-0166700,1,575
010-0166800,1,543
010-0166900,1,621
010-0167000,1,622
010-0167100,1,597
010-0167200,1,564
010-0167300,1,564
010-0167400,1,564
010-0167500,1,588
010-0167600,1,604
010-0167700,1,588
010-0167800,1,450
010-0167900,1,564
010-0168000,1,613
010-0168100,1,541
010-0168200,1,475
010-0168300,1,567
010-0168400,1,451
010-0168500,1,596
010-0168600,1,567
010-0168700,1,600
010-0168800,1,592
010-0168900,12,548
010-0169000,12,555
010-0169100,12,563
010-0169200,12,548
010-0169300,12,601
010-0169400,12,584
010-0169500,12,555
010-0169600,1,515
010-0169700,12,611
010-0169800,1,620
010-0169900,1,604
010-0170000,1,595
010-0170100,1,613
010-0170200,1,588
010-0170300,1,436
010-0170400,1,512
010-0170500,1,592
010-0170600,1,564
010-0170700,1,564
010-0170800,1,582
010-0170900,1,580
010-0171000,1,628
010-0171100,1,564
010-0171200,1,576
010-0171300,1,613
010-0171400,1,594
010-0171500,1,620
010-0171600,1,598
010-0171700,1,561
010-0171800,1,515
010-0171900,1,583
010-0172000,1,474
010-0172100,1,600
010-0172200,1,594
010-0172300,1,451
010-0172400,1,602
010-0172500,1,561
010-0172600,1,599
010-0172700,1,561
010-0172800,1,565
010-0172900,1,564
010-0173000,1,598
010-0173100,1,451
010-0173200,1,605
010-0173300,1,559
010-0173400,1,547
010-0173500,1,555
010-0173600,1,630
010-0173700,1,605
010-0173800,1,474
010-0173900,1,564
010-0174000,1,600
010-0174100,1,564
010-0174200,1,600
010-0174300,1,543
010-0174400,1,627
010-0174500,1,564
010-0174600,1,549
010-0174700,1,564
010-0174800,1,564
010-0174900,1,513
010-0175000,1,594
010-0175100,1,513
010-0175200,1,631
010-0175300,1,515
010-0175400,1,575
010-0175500,1,584
010-0175600,1,587
010-0175700,1,620
010-0175800,1,583
010-0175900,1,559
010-0176000,1,515
010-0176100,1,530
010-0176200,1,533
010-0176300,1,534
010-0176400,1,535
010-0176500,1,537
010-0176600,1,539
010-0176700,1,539
010-0176800,1,536
010-0176900,1,537
010-0177000,1,538
010-0177100,1,539
010-0177200,1,538
010-0177300,1,539
010-0177400,1,540
010-0177500,1,539
010-0177600,1,539
010-0177700,1,537
010-0177800,1,537
010-0177900,1,547
010-0178000,1,537
010-0178100,1,538
010-0178200,1,537
010-0178300,1,538
010-0178400,1,538
010-0178500,1,539
010-0178600,1,546
010-0178700,1,542
010-0178800,1,547
010-0178900,1,548
010-0179000,1,544
010-0179100,1,547
010-0179200,1,544
010-0179300,1,543
010-0179400,1,549
010-0179500,1,544
010-0179600,1,549
010-0179700,1,550
010-0179800,1,543
010-0179900,1,544
010-0180000,1,549
010-0180100,1,548
010-0180200,1,550
010-0180300,1,550
010-0180400,1,559
010-0180500,1,550
010-0180600,1,547
010-0180700,1,547
010-0180800,1,543
010-0180900,1,546
010-0180915,1,570
010-0180916,1,572
010-0180917,1,571
010-0180919,1,580
010-0180920,1,574
010-0180921,1,576
010-0180922,1,584
010-0180923,1,577
010-0180925,3.3,574
010-0180926,3.3,574
010-0180927,1,578
010-0180929,1,580
010-0180959,1,580
010-0180960,1,582
010-0180985,1,587
010-0180986,1,587
010-0181000,1,547
010-0181100,1,550
010-0181104,1,600
